,time_value,geo_value,cc,value,sample_size
1856,2020-10-14,mt,26,82.9235237,1432.1206
1907,2020-10-15,mt,26,82.0827677,1387.1039
1958,2020-10-16,mt,26,81.6822806,1373.0859
2009,2020-10-17,mt,26,81.09556640000001,1368.2333
2060,2020-10-18,mt,26,81.44823050000001,1394.2572
2111,2020-10-19,mt,26,81.4538178,1389.2306
2162,2020-10-20,mt,26,81.62358,1366.7158
2213,2020-10-21,mt,26,81.3648461,1347.7235
2264,2020-10-22,mt,26,81.98517120000001,1316.4541
2315,2020-10-23,mt,26,82.7836667,1261.4895
2366,2020-10-24,mt,26,83.4664705,1258.3155
2417,2020-10-25,mt,26,83.67578320000001,1225.2867
2468,2020-10-26,mt,26,83.38928790000001,1204.2927
2519,2020-10-27,mt,26,82.87931390000001,1139.1862
2570,2020-10-28,mt,26,82.7793029,1116.4025
2621,2020-10-29,mt,26,82.89853149999999,1071.6611
2672,2020-10-30,mt,26,82.9649859,1029.8339
2723,2020-10-31,mt,26,83.10184050000001,1002.5732
2774,2020-11-01,mt,26,82.4181588,980.565
2825,2020-11-02,mt,26,82.08222590000001,995.5518
2876,2020-11-03,mt,26,83.1786626,1030.6754
2927,2020-11-04,mt,26,82.9534053,952.7201
2978,2020-11-05,mt,26,82.6549834,894.5039
3029,2020-11-06,mt,26,82.32293790000001,916.2712
3080,2020-11-07,mt,26,81.3262151,824.5659
3131,2020-11-08,mt,26,81.3475537,766.5835
3182,2020-11-09,mt,26,83.63395030000001,745.6089999999999
3233,2020-11-10,mt,26,83.28612209999999,824.2986
3284,2020-11-11,mt,26,83.4550261,923.2813
3335,2020-11-12,mt,26,84.04162779999999,1021.4984
3386,2020-11-13,mt,26,84.27954270000001,1067.2819
3437,2020-11-14,mt,26,84.5792398,1203.0230000000001
3488,2020-11-15,mt,26,85.2471435,1278.0506
3539,2020-11-16,mt,26,85.1938496,1283.5574
3590,2020-11-17,mt,26,86.17602729999999,1224.8618
3641,2020-11-18,mt,26,86.9984134,1248.5575
3692,2020-11-19,mt,26,86.20935279999999,1249.578
3743,2020-11-20,mt,26,86.7724275,1272.5776
3794,2020-11-21,mt,26,86.88259129999999,1315.8203
3845,2020-11-22,mt,26,87.0386369,1308.5243
3896,2020-11-23,mt,26,87.7844922,1326.9628
3947,2020-11-24,mt,26,87.9003513,1347.9433
3998,2020-11-25,mt,26,87.924819,1334.257
4049,2020-11-26,mt,26,88.6413019,1339.2381
4100,2020-11-27,mt,26,88.24310179999999,1336.2209
4151,2020-11-28,mt,26,88.5580599,1294.2209
4202,2020-11-29,mt,26,89.2068332,1316.4808
4253,2020-11-30,mt,26,88.0180704,1344.4903
4304,2020-12-01,mt,26,87.9521809,1378.4812
4355,2020-12-02,mt,26,87.9203656,1432.7967
4406,2020-12-03,mt,26,87.90159990000001,1464.974
4457,2020-12-04,mt,26,88.23045379999999,1474.2336
4508,2020-12-05,mt,26,88.0089095,1469.9663
4559,2020-12-06,mt,26,87.4557097,1436.9841
4610,2020-12-07,mt,26,87.767939,1449.0222
27,2020-09-08,ne,27,80.4319955,187.3677
72,2020-09-09,nc,27,86.42792,2191.0029999999997
123,2020-09-10,nc,27,86.8668748,3612.0037
174,2020-09-11,nc,27,86.2156158,4943.0054
225,2020-09-12,nc,27,86.3513114,6267.0073
276,2020-09-13,nc,27,86.2987735,7637.0089
327,2020-09-14,nc,27,86.0500186,8956.0105
378,2020-09-15,nc,27,86.0352703,9412.0114
429,2020-09-16,nc,27,85.549664,9241.0114
480,2020-09-17,nc,27,85.2399933,9020.0115
531,2020-09-18,nc,27,85.42779250000001,8800.0111
582,2020-09-19,nc,27,85.36231679999999,8624.0104
633,2020-09-20,nc,27,85.29551579999999,8374.0112
684,2020-09-21,nc,27,85.37314659999998,8186.0109999999995
735,2020-09-22,nc,27,85.379346,8039.009
786,2020-09-23,nc,27,85.61036429999999,7904.009
837,2020-09-24,nc,27,85.68767220000001,7786.0093
888,2020-09-25,nc,27,85.80421679999999,7702.0093
939,2020-09-26,nc,27,85.81891329999999,7576.0089
990,2020-09-27,nc,27,85.8195015,7534.0073
1041,2020-09-28,nc,27,85.6924303,7516.0083
1092,2020-09-29,nc,27,85.6924355,7516.0089
1143,2020-09-30,nc,27,85.7037114,7424.0089
1194,2020-10-01,nc,27,85.4529473,7351.0095
1245,2020-10-02,nc,27,85.80981829999999,7402.0095
1296,2020-10-03,nc,27,85.98490770000001,7416.01
1347,2020-10-04,nc,27,86.4532143,7510.0105
1398,2020-10-05,nc,27,86.739137,7589.0098
1449,2020-10-06,nc,27,86.91631640000001,7730.0101
1500,2020-10-07,nc,27,87.1039007,7920.0099
1551,2020-10-08,nc,27,87.49216440000001,7974.0089
1602,2020-10-09,nc,27,87.2573902,7882.0092
1653,2020-10-10,nc,27,87.2002588,7839.0085
1704,2020-10-11,nc,27,86.7996375,7745.0085
1755,2020-10-12,nc,27,86.68813929999999,7605.0066
1806,2020-10-13,nc,27,86.4983713,7387.0057
1857,2020-10-14,nc,27,86.24791809999999,7187.0055
1908,2020-10-15,nc,27,86.0975623,7174.0057
1959,2020-10-16,nc,27,86.13174599999999,7134.0049
2010,2020-10-17,nc,27,86.3120275,7133.0047
2061,2020-10-18,nc,27,86.56515309999999,7059.0038
2112,2020-10-19,nc,27,86.66808940000001,7031.0056
2163,2020-10-20,nc,27,87.0253673,6978.0076
2214,2020-10-21,nc,27,87.6406954,6929.0072
2265,2020-10-22,nc,27,87.9175319,6765.0067
2316,2020-10-23,nc,27,87.7598353,6686.0064
2367,2020-10-24,nc,27,87.6636292,6569.0068
2418,2020-10-25,nc,27,87.8197323,6489.0068
2469,2020-10-26,nc,27,88.2097833,6339.0073
2520,2020-10-27,nc,27,88.194103,6068.0052
2571,2020-10-28,nc,27,88.3754464,5896.0058
2622,2020-10-29,nc,27,88.4375042,5599.0055
2673,2020-10-30,nc,27,88.6212135,5250.0046
2724,2020-10-31,nc,27,88.5378805,5238.0049
2775,2020-11-01,nc,27,88.22003559999999,5207.0047
2826,2020-11-02,nc,27,87.76310670000001,5225.0029
2877,2020-11-03,nc,27,87.6147661,5227.003
2928,2020-11-04,nc,27,87.09238420000001,4783.002
2979,2020-11-05,nc,27,86.44342900000001,4613.0023
3030,2020-11-06,nc,27,86.4810565,4722.0037
3081,2020-11-07,nc,27,86.0893392,4208.0035
3132,2020-11-08,nc,27,85.5977639,3738.0041
3183,2020-11-09,nc,27,85.83984079999999,3583.0042
3234,2020-11-10,nc,27,86.002563,3889.005
3285,2020-11-11,nc,27,86.330524,4531.0062
3336,2020-11-12,nc,27,86.75238759999999,5015.0065
3387,2020-11-13,nc,27,87.03348670000001,5224.005999999999
3438,2020-11-14,nc,27,87.4047692,5775.0061
3489,2020-11-15,nc,27,87.9034693,6319.0063
3540,2020-11-16,nc,27,88.0602599,6536.0066
3591,2020-11-17,nc,27,88.44722209999999,6452.0064
3642,2020-11-18,nc,27,88.9018671,6419.005999999999
3693,2020-11-19,nc,27,89.2159798,6504.0073
3744,2020-11-20,nc,27,89.4780423,6628.0088
3795,2020-11-21,nc,27,89.7267309,6769.0086
3846,2020-11-22,nc,27,90.05936120000001,6905.0099
3897,2020-11-23,nc,27,90.338052,6980.0094
3948,2020-11-24,nc,27,90.2717418,7138.0097
3999,2020-11-25,nc,27,90.16404190000002,7314.0098
4050,2020-11-26,nc,27,90.4880963,7395.0084
4101,2020-11-27,nc,27,90.36843420000001,7490.0073
4152,2020-11-28,nc,27,90.66359179999999,7609.0079
4203,2020-11-29,nc,27,90.6237897,7790.007
4254,2020-11-30,nc,27,90.6199395,8032.0079
4305,2020-12-01,nc,27,90.9424628,8307.0067
4356,2020-12-02,nc,27,90.98254229999999,8477.0082
4407,2020-12-03,nc,27,90.94762209999999,8610.0093
4458,2020-12-04,nc,27,91.2555579,8776.0105
4509,2020-12-05,nc,27,91.29076529999999,8800.0098
4560,2020-12-06,nc,27,91.7449409,8836.01
4611,2020-12-07,nc,27,92.210374,8812.0111
28,2020-09-08,nh,28,87.962963,161.0
73,2020-09-09,nd,28,62.9932839,238.2309
124,2020-09-10,nd,28,65.43174,359.2481
175,2020-09-11,nd,28,65.66312020000001,467.6247
226,2020-09-12,nd,28,66.54857510000001,587.6392
277,2020-09-13,nd,28,66.1779799,714.8437
328,2020-09-14,nd,28,66.6003091,820.5094
379,2020-09-15,nd,28,66.34382,832.8323
430,2020-09-16,nd,28,68.7897016,795.7085
481,2020-09-17,nd,28,67.7693408,776.6912
532,2020-09-18,nd,28,68.8316243,776.3116
583,2020-09-19,nd,28,69.1113112,744.5658
634,2020-09-20,nd,28,69.48788809999999,733.3297
685,2020-09-21,nd,28,68.82994690000001,749.9676
736,2020-09-22,nd,28,69.1925007,732.7814
787,2020-09-23,nd,28,68.09702349999999,757.6778
838,2020-09-24,nd,28,68.2308235,773.7774
889,2020-09-25,nd,28,67.63866159999999,765.7804
940,2020-09-26,nd,28,67.321359,767.4628
991,2020-09-27,nd,28,68.14263869999999,771.6682
1042,2020-09-28,nd,28,68.02555190000001,755.3577
1093,2020-09-29,nd,28,67.3349932,766.15
1144,2020-09-30,nd,28,67.8299854,747.5968
1195,2020-10-01,nd,28,69.4539692,744.5679
1246,2020-10-02,nd,28,67.5992033,760.5822
1297,2020-10-03,nd,28,66.9308537,772.8458
1348,2020-10-04,nd,28,66.7075615,764.7036
1399,2020-10-05,nd,28,67.0393332,772.8733
1450,2020-10-06,nd,28,67.8865285,780.941
1501,2020-10-07,nd,28,68.5952347,797.7861
1552,2020-10-08,nd,28,68.1783043,796.7529
1603,2020-10-09,nd,28,70.5984875,797.7385
1654,2020-10-10,nd,28,71.7038245,796.6191
1705,2020-10-11,nd,28,72.1723171,795.6222
1756,2020-10-12,nd,28,73.4091,798.4107
1807,2020-10-13,nd,28,73.0183481,784.8633
1858,2020-10-14,nd,28,73.202202,768.9711
1909,2020-10-15,nd,28,72.63474599999999,785.888
1960,2020-10-16,nd,28,73.00923809999999,770.9356
2011,2020-10-17,nd,28,72.840795,769.8937
2062,2020-10-18,nd,28,73.3733262,767.0028
2113,2020-10-19,nd,28,73.9483848,757.0862
2164,2020-10-20,nd,28,73.77463470000001,761.7562
2215,2020-10-21,nd,28,73.3043429,725.6755
2266,2020-10-22,nd,28,75.00161700000001,687.0073
2317,2020-10-23,nd,28,74.962094,697.8336
2368,2020-10-24,nd,28,75.18219520000001,683.8148
2419,2020-10-25,nd,28,74.30883709999999,675.6856
2470,2020-10-26,nd,28,74.34411120000001,672.6508
2521,2020-10-27,nd,28,76.71789809999999,646.649
2572,2020-10-28,nd,28,78.4640213,642.4321
2623,2020-10-29,nd,28,78.77224240000001,595.1633
2674,2020-10-30,nd,28,80.3241297,525.2893
2725,2020-10-31,nd,28,81.613718,540.5407
2776,2020-11-01,nd,28,81.94721109999999,539.5608
2827,2020-11-02,nd,28,82.8383298,538.5955
2878,2020-11-03,nd,28,81.53266640000001,544.5525
2929,2020-11-04,nd,28,81.09266190000001,510.5178
2980,2020-11-05,nd,28,79.8046184,518.752
3031,2020-11-06,nd,28,78.76136,549.8041
3082,2020-11-07,nd,28,77.8949459,505.5181
3133,2020-11-08,nd,28,80.0325069,464.5006
3184,2020-11-09,nd,28,79.1678927,459.4983
3235,2020-11-10,nd,28,80.7497382,487.6879
3286,2020-11-11,nd,28,81.8407543,566.7053
3337,2020-11-12,nd,28,82.65192009999998,615.5789
3388,2020-11-13,nd,28,83.4484603,658.7501
3439,2020-11-14,nd,28,84.168104,722.0189
3490,2020-11-15,nd,28,83.49717640000001,778.1297
3541,2020-11-16,nd,28,83.5472559,789.6365
3592,2020-11-17,nd,28,84.32390490000002,782.3188
3643,2020-11-18,nd,28,83.698089,764.5169999999999
3694,2020-11-19,nd,28,85.32222490000001,773.428
3745,2020-11-20,nd,28,85.2389775,776.7029
3796,2020-11-21,nd,28,86.6404457,766.4515
3847,2020-11-22,nd,28,87.84759079999999,775.4411
3898,2020-11-23,nd,28,89.3086651,774.1193
3949,2020-11-24,nd,28,88.994424,761.0737
4000,2020-11-25,nd,28,90.2099019,773.7951
4051,2020-11-26,nd,28,88.9905416,778.8122
4102,2020-11-27,nd,28,89.976107,754.6176
4153,2020-11-28,nd,28,89.3841529,759.7457
4204,2020-11-29,nd,28,89.52127879999999,779.6611
4255,2020-11-30,nd,28,89.0492842,791.5144
4306,2020-12-01,nd,28,88.3390662,820.574
4357,2020-12-02,nd,28,88.0766792,844.4289
4408,2020-12-03,nd,28,88.3679892,848.4086
4459,2020-12-04,nd,28,88.1410525,863.6172
4510,2020-12-05,nd,28,88.49452159999998,848.7578
4561,2020-12-06,nd,28,87.7845528,815.7421
4612,2020-12-07,nd,28,87.20834659999998,794.722
29,2020-09-08,nj,29,90.15594159999999,511.9998
74,2020-09-09,ne,29,81.5450798,469.3071
125,2020-09-10,ne,29,79.14754609999999,789.3137
176,2020-09-11,ne,29,79.1094229,1070.2964
227,2020-09-12,ne,29,79.328193,1381.2362
278,2020-09-13,ne,29,78.39550859999999,1677.0358
329,2020-09-14,ne,29,78.35325909999999,1982.9758
380,2020-09-15,ne,29,77.942491,2107.6148
431,2020-09-16,ne,29,77.1672328,2079.531
482,2020-09-17,ne,29,77.8527465,2025.2526
533,2020-09-18,ne,29,78.031769,1987.1396
584,2020-09-19,ne,29,78.0535984,1939.1782
635,2020-09-20,ne,29,78.9775795,1911.2503
686,2020-09-21,ne,29,79.30273890000001,1835.328
737,2020-09-22,ne,29,79.5746703,1786.3381
788,2020-09-23,ne,29,79.89254559999999,1770.4868
839,2020-09-24,ne,29,79.9609065,1767.6319
890,2020-09-25,ne,29,79.8908564,1706.7689
941,2020-09-26,ne,29,80.1739572,1665.7779
992,2020-09-27,ne,29,79.9590429,1642.914
1043,2020-09-28,ne,29,79.52580350000001,1700.9105
1094,2020-09-29,ne,29,79.4963973,1683.8283
1145,2020-09-30,ne,29,78.94290050000001,1672.8008
1196,2020-10-01,ne,29,78.6265689,1624.9308
1247,2020-10-02,ne,29,78.8565137,1684.8724
1298,2020-10-03,ne,29,78.05328409999998,1686.7974
1349,2020-10-04,ne,29,78.6161936,1693.8166
1400,2020-10-05,ne,29,78.7043127,1686.7436
1451,2020-10-06,ne,29,78.8519778,1745.8234
1502,2020-10-07,ne,29,79.3043658,1788.8171
1553,2020-10-08,ne,29,79.5503868,1824.7651
1604,2020-10-09,ne,29,79.7108934,1819.8229
1655,2020-10-10,ne,29,79.95174190000002,1881.9596
1706,2020-10-11,ne,29,79.5424909,1907.8365
1757,2020-10-12,ne,29,79.4308142,1882.9049
1808,2020-10-13,ne,29,79.4152273,1832.8988
1859,2020-10-14,ne,29,79.9053095,1812.9309
1910,2020-10-15,ne,29,79.8812592,1815.983
1961,2020-10-16,ne,29,79.8620871,1813.9135
2012,2020-10-17,ne,29,80.45092240000001,1770.8038
2063,2020-10-18,ne,29,81.107923,1768.9118
2114,2020-10-19,ne,29,82.1071497,1766.7804
2165,2020-10-20,ne,29,82.8172425,1746.7089999999998
2216,2020-10-21,ne,29,82.3478848,1722.743
2267,2020-10-22,ne,29,82.4518954,1681.6729
2318,2020-10-23,ne,29,82.6139833,1651.7397
2369,2020-10-24,ne,29,82.74353740000001,1623.6522
2420,2020-10-25,ne,29,82.59334969999999,1586.6432
2471,2020-10-26,ne,29,83.0095473,1531.7355
2522,2020-10-27,ne,29,82.7911844,1465.7988
2573,2020-10-28,ne,29,83.49929370000001,1413.7655
2624,2020-10-29,ne,29,84.42101459999999,1349.8338
2675,2020-10-30,ne,29,85.1079752,1277.8355
2726,2020-10-31,ne,29,85.1541942,1288.9219
2777,2020-11-01,ne,29,84.775082,1282.8946
2828,2020-11-02,ne,29,83.81126490000001,1372.8368
2879,2020-11-03,ne,29,84.3305474,1392.8381
2930,2020-11-04,ne,29,84.19293909999999,1323.7681
2981,2020-11-05,ne,29,84.148546,1313.7715
3032,2020-11-06,ne,29,83.8684502,1383.7566
3083,2020-11-07,ne,29,83.79329320000001,1264.4619
3134,2020-11-08,ne,29,85.17167309999999,1166.4891
3185,2020-11-09,ne,29,85.4702772,1094.5763
3236,2020-11-10,ne,29,86.1305625,1211.6238
3287,2020-11-11,ne,29,86.4432135,1386.6253
3338,2020-11-12,ne,29,85.9489011,1501.5686
3389,2020-11-13,ne,29,85.8809097,1579.5558
3440,2020-11-14,ne,29,86.160876,1779.9292
3491,2020-11-15,ne,29,86.1580398,1952.9458
3542,2020-11-16,ne,29,86.8860603,1999.9334
3593,2020-11-17,ne,29,87.5171732,1988.7232
3644,2020-11-18,ne,29,87.7641877,1995.6341
3695,2020-11-19,ne,29,87.8492822,2017.7367
3746,2020-11-20,ne,29,88.3671153,2012.7447
3797,2020-11-21,ne,29,88.6183839,2030.7387
3848,2020-11-22,ne,29,88.756733,2055.7296
3899,2020-11-23,ne,29,88.80644570000001,2082.7108
3950,2020-11-24,ne,29,88.41999859999999,2073.8754
4001,2020-11-25,ne,29,88.8104859,2076.0035
4052,2020-11-26,ne,29,89.2652445,2014.9537
4103,2020-11-27,ne,29,89.46374899999999,1986.8883
4154,2020-11-28,ne,29,89.2911637,1954.8521
4205,2020-11-29,ne,29,89.2220912,1941.7136
4256,2020-11-30,ne,29,89.5666199,1910.6892
4307,2020-12-01,ne,29,89.0288949,1916.6318
4358,2020-12-02,ne,29,88.9863906,1972.5374
4409,2020-12-03,ne,29,89.4392572,2085.5625
4460,2020-12-04,ne,29,89.6077195,2109.6503
4511,2020-12-05,ne,29,90.1687001,2087.6831
4562,2020-12-06,ne,29,90.6101559,2058.7882
4613,2020-12-07,ne,29,90.78458590000001,2086.8964
30,2020-09-08,nm,30,93.2064838,182.9975
75,2020-09-09,nh,30,86.32567850000001,478.0
126,2020-09-10,nh,30,86.498708,773.0
177,2020-09-11,nh,30,86.52173909999999,1034.0
228,2020-09-12,nh,30,86.6692131,1308.0
279,2020-09-13,nh,30,86.15096750000001,1596.7766
330,2020-09-14,nh,30,85.85073829999999,1866.7766
381,2020-09-15,nh,30,85.7276264,1969.7766
432,2020-09-16,nh,30,85.93691820000001,1913.7766
483,2020-09-17,nh,30,86.5740177,1840.7766
534,2020-09-18,nh,30,86.542773,1806.7766
585,2020-09-19,nh,30,86.52309809999998,1744.7766
636,2020-09-20,nh,30,87.15034969999999,1715.0
687,2020-09-21,nh,30,87.8575776,1642.0
738,2020-09-22,nh,30,88.3498146,1617.0
789,2020-09-23,nh,30,88.68821290000001,1577.0
840,2020-09-24,nh,30,88.10725550000001,1584.0
891,2020-09-25,nh,30,88.2223618,1591.0
942,2020-09-26,nh,30,88.4591584,1615.0
993,2020-09-27,nh,30,88.3414933,1633.0
1044,2020-09-28,nh,30,87.93001190000001,1685.0
1095,2020-09-29,nh,30,87.20167059999999,1675.0
1146,2020-09-30,nh,30,87.1308017,1658.0
1197,2020-10-01,nh,30,86.8405276,1667.0
1248,2020-10-02,nh,30,87.3865699,1652.0
1299,2020-10-03,nh,30,87.7013631,1613.0
1350,2020-10-04,nh,30,87.6976597,1580.0
1401,2020-10-05,nh,30,88.8216561,1569.0
1452,2020-10-06,nh,30,89.1154329,1593.0
1503,2020-10-07,nh,30,88.65824309999999,1661.0
1554,2020-10-08,nh,30,88.84569379999999,1671.0
1605,2020-10-09,nh,30,88.9383155,1685.0
1656,2020-10-10,nh,30,88.72866390000002,1698.0
1707,2020-10-11,nh,30,88.9775414,1691.0
1758,2020-10-12,nh,30,88.37758649999999,1687.7766
1809,2020-10-13,nh,30,88.1962518,1678.7766
1860,2020-10-14,nh,30,88.3280857,1637.7766
1911,2020-10-15,nh,30,88.4998586,1618.7766
1962,2020-10-16,nh,30,88.15704040000001,1588.7766
2013,2020-10-17,nh,30,88.7537493,1619.7766
2064,2020-10-18,nh,30,88.0722378,1627.7766
2115,2020-10-19,nh,30,88.2226322,1625.0
2166,2020-10-20,nh,30,89.13320590000001,1568.0
2217,2020-10-21,nh,30,89.31322209999999,1557.0
2268,2020-10-22,nh,30,89.4996708,1518.0
2319,2020-10-23,nh,30,89.47882740000001,1534.0
2370,2020-10-24,nh,30,88.9300135,1485.0
2421,2020-10-25,nh,30,89.7980501,1435.0
2472,2020-10-26,nh,30,89.22691479999999,1396.0
2523,2020-10-27,nh,30,89.09155940000001,1397.0
2574,2020-10-28,nh,30,89.49115040000001,1355.0
2625,2020-10-29,nh,30,89.5736434,1289.0
2676,2020-10-30,nh,30,89.9415693,1197.0
2727,2020-10-31,nh,30,90.526763,1176.0
2778,2020-11-01,nh,30,90.79933390000001,1200.0
2829,2020-11-02,nh,30,91.8930041,1214.0
2880,2020-11-03,nh,30,91.618015,1198.0
2931,2020-11-04,nh,30,91.8040293,1091.0
2982,2020-11-05,nh,30,91.97530859999999,1052.0
3033,2020-11-06,nh,30,92.1903882,1081.0
3084,2020-11-07,nh,30,92.0223577,983.0
3135,2020-11-08,nh,30,92.34813079999999,855.0
3186,2020-11-09,nh,30,91.3602941,815.0
3237,2020-11-10,nh,30,91.8721973,891.0
3288,2020-11-11,nh,30,91.7906699,1037.7766
3339,2020-11-12,nh,30,91.1278039,1151.7766
3390,2020-11-13,nh,30,90.499338,1180.7766
3441,2020-11-14,nh,30,90.71021280000001,1336.7766
3492,2020-11-15,nh,30,91.2905822,1517.7766
3543,2020-11-16,nh,30,92.08820659999999,1569.7766
3594,2020-11-17,nh,30,92.2435678,1536.7766
3645,2020-11-18,nh,30,92.3862887,1516.0
3696,2020-11-19,nh,30,93.1803061,1502.0
3747,2020-11-20,nh,30,93.7299035,1554.0
3798,2020-11-21,nh,30,93.5576923,1559.0
3849,2020-11-22,nh,30,93.2926829,1557.0
3900,2020-11-23,nh,30,93.6672968,1586.0
3951,2020-11-24,nh,30,94.0210657,1613.0
4002,2020-11-25,nh,30,94.1300421,1660.0
4053,2020-11-26,nh,30,94.1982507,1714.0
4104,2020-11-27,nh,30,93.9905269,1688.0
4155,2020-11-28,nh,30,94.00358,1675.0
4206,2020-11-29,nh,30,94.31407940000001,1661.0
4257,2020-11-30,nh,30,94.0837379,1647.0
4308,2020-12-01,nh,30,93.7684584,1692.0
4359,2020-12-02,nh,30,93.9645309,1747.0
4410,2020-12-03,nh,30,93.7570621,1769.0
4461,2020-12-04,nh,30,94.0866185,1800.0
4512,2020-12-05,nh,30,94.7405041,1833.7766
4563,2020-12-06,nh,30,94.70587890000002,1821.7766
4614,2020-12-07,nh,30,94.9913664,1865.7766
31,2020-09-08,nv,31,90.6121035,227.9874
76,2020-09-09,nj,31,90.7239789,1545.9995
127,2020-09-10,nj,31,90.1980203,2523.9991
178,2020-09-11,nj,31,90.9580661,3432.9988
229,2020-09-12,nj,31,90.8394323,4370.9987
280,2020-09-13,nj,31,91.1150464,5361.9982
331,2020-09-14,nj,31,91.1256078,6359.9979
382,2020-09-15,nj,31,90.86093580000001,6700.9980000000005
433,2020-09-16,nj,31,90.89993829999999,6454.9980000000005
484,2020-09-17,nj,31,91.3790364,6314.9981
535,2020-09-18,nj,31,91.2497963,6175.9979
586,2020-09-19,nj,31,91.48135620000001,5979.9978
637,2020-09-20,nj,31,91.16476170000001,5776.9981
688,2020-09-21,nj,31,91.0547985,5582.9983
739,2020-09-22,nj,31,91.51200940000001,5494.9981
790,2020-09-23,nj,31,91.4443828,5509.9981
841,2020-09-24,nj,31,91.0223277,5417.9982
892,2020-09-25,nj,31,90.774529,5369.9984
943,2020-09-26,nj,31,90.939782,5478.9984
994,2020-09-27,nj,31,90.8984945,5574.9984
1045,2020-09-28,nj,31,90.9115117,5637.9983
1096,2020-09-29,nj,31,90.8639619,5739.9984
1147,2020-09-30,nj,31,91.04516890000001,5710.9983
1198,2020-10-01,nj,31,91.186234,5722.9981
1249,2020-10-02,nj,31,91.49913459999999,5768.9984
1300,2020-10-03,nj,31,91.3139334,5668.9980000000005
1351,2020-10-04,nj,31,91.810955,5658.9982
1402,2020-10-05,nj,31,92.05009709999999,5627.9983
1453,2020-10-06,nj,31,91.99542029999999,5676.9983
1504,2020-10-07,nj,31,91.72013170000001,5765.9987
1555,2020-10-08,nj,31,91.9757324,5849.9988
1606,2020-10-09,nj,31,91.92699609999998,5888.9984
1657,2020-10-10,nj,31,92.1832652,5902.9984
1708,2020-10-11,nj,31,92.02027070000001,5819.9982
1759,2020-10-12,nj,31,92.05785470000001,5771.9981
1810,2020-10-13,nj,31,92.2697065,5567.9981
1861,2020-10-14,nj,31,92.4164057,5411.9979
1912,2020-10-15,nj,31,92.4530066,5318.9980000000005
1963,2020-10-16,nj,31,92.17785450000001,5182.9984
2014,2020-10-17,nj,31,92.0223182,5106.9989
2065,2020-10-18,nj,31,92.1779445,5067.9988
2116,2020-10-19,nj,31,92.03335340000001,4975.9987
2167,2020-10-20,nj,31,91.9158693,5014.9988
2218,2020-10-21,nj,31,91.96392990000001,5044.9988
2269,2020-10-22,nj,31,91.8517751,4950.9988
2320,2020-10-23,nj,31,92.212946,4910.9988
2371,2020-10-24,nj,31,92.1025085,4778.9988
2422,2020-10-25,nj,31,92.1318145,4656.999
2473,2020-10-26,nj,31,92.2303852,4625.999
2524,2020-10-27,nj,31,92.699163,4429.9988
2575,2020-10-28,nj,31,93.38252320000001,4267.9987
2626,2020-10-29,nj,31,93.6741118,4116.9988
2677,2020-10-30,nj,31,93.8190677,3889.9988
2728,2020-10-31,nj,31,93.7562792,3978.9986
2779,2020-11-01,nj,31,93.71015,4076.9987
2830,2020-11-02,nj,31,93.93391290000001,4144.9988
2881,2020-11-03,nj,31,93.7454463,4115.9988
2932,2020-11-04,nj,31,93.4782618,3793.9990000000003
2983,2020-11-05,nj,31,93.3119248,3579.9989
3034,2020-11-06,nj,31,93.3287887,3663.9986
3085,2020-11-07,nj,31,93.8190225,3258.9989
3136,2020-11-08,nj,31,93.5696517,2805.9988
3187,2020-11-09,nj,31,93.32692309999999,2598.9985
3238,2020-11-10,nj,31,93.26415779999999,2841.9986
3289,2020-11-11,nj,31,92.9235735,3439.9981
3340,2020-11-12,nj,31,93.4355392,3814.9981
3391,2020-11-13,nj,31,93.81071419999999,4013.998
3442,2020-11-14,nj,31,93.9383898,4510.9975
3493,2020-11-15,nj,31,94.1429744,4992.9973
3544,2020-11-16,nj,31,94.2986717,5181.9974
3595,2020-11-17,nj,31,94.44982879999999,5160.9975
3646,2020-11-18,nj,31,94.9538524,4982.9981
3697,2020-11-19,nj,31,95.0088949,5057.9979
3748,2020-11-20,nj,31,94.9707011,5118.9979
3799,2020-11-21,nj,31,95.1590713,5090.9982
3850,2020-11-22,nj,31,95.271843,5148.9982
3901,2020-11-23,nj,31,95.6720468,5139.9983
3952,2020-11-24,nj,31,95.87659029999999,5103.9984
4003,2020-11-25,nj,31,96.0190759,5135.9982
4054,2020-11-26,nj,31,96.0871264,5071.998
4105,2020-11-27,nj,31,96.2059336,5019.9981
4156,2020-11-28,nj,31,95.887867,5117.9978
4207,2020-11-29,nj,31,96.28066590000002,5093.9981
4258,2020-11-30,nj,31,95.9420554,5210.9982
4309,2020-12-01,nj,31,96.1875448,5362.9974
4360,2020-12-02,nj,31,96.12920759999999,5462.9975
4411,2020-12-03,nj,31,95.9207234,5624.9975
4462,2020-12-04,nj,31,95.8134161,5647.996999999999
4513,2020-12-05,nj,31,95.92035179999999,5648.996999999999
4564,2020-12-06,nj,31,95.70091550000001,5662.9966
4615,2020-12-07,nj,31,95.88763370000001,5676.9962
32,2020-09-08,ny,32,91.8857556,1101.9998
77,2020-09-09,nm,32,90.1236954,490.0693
128,2020-09-10,nm,32,89.7446765,784.2429
179,2020-09-11,nm,32,89.8538688,1039.3867
230,2020-09-12,nm,32,90.60202840000001,1292.4589
281,2020-09-13,nm,32,91.02897340000001,1576.9543
332,2020-09-14,nm,32,91.0889991,1856.9125
