,time_value,geo_value,cc,value,sample_size
383,2020-09-15,nm,32,90.52587779999999,1947.0285
434,2020-09-16,nm,32,91.2367954,1899.662
485,2020-09-17,nm,32,90.93731329999999,1847.8888
536,2020-09-18,nm,32,90.69423990000001,1864.0685
587,2020-09-19,nm,32,89.96450870000001,1828.0973
638,2020-09-20,nm,32,89.4389705,1774.9528
689,2020-09-21,nm,32,88.66553470000001,1741.9918
740,2020-09-22,nm,32,88.8542247,1717.9356
791,2020-09-23,nm,32,88.4442996,1700.2279
842,2020-09-24,nm,32,88.31707390000001,1672.8846
893,2020-09-25,nm,32,88.3449658,1633.7348
944,2020-09-26,nm,32,88.46386940000001,1641.9157
995,2020-09-27,nm,32,88.530846,1634.3316
1046,2020-09-28,nm,32,89.1305554,1623.3599
1097,2020-09-29,nm,32,89.5206116,1597.6515
1148,2020-09-30,nm,32,89.1512226,1561.6535
1199,2020-10-01,nm,32,89.29040390000002,1572.6261
1250,2020-10-02,nm,32,89.0502715,1556.3829
1301,2020-10-03,nm,32,88.78419759999998,1555.0982
1352,2020-10-04,nm,32,89.0917271,1580.3585
1403,2020-10-05,nm,32,89.6180867,1583.4748
1454,2020-10-06,nm,32,88.5339352,1582.1831
1505,2020-10-07,nm,32,88.64771640000001,1633.2844
1556,2020-10-08,nm,32,89.671477,1640.3644
1607,2020-10-09,nm,32,89.6571556,1686.4333
1658,2020-10-10,nm,32,90.33237290000001,1690.8195
1709,2020-10-11,nm,32,90.34001620000001,1702.8217
1760,2020-10-12,nm,32,89.73479880000001,1729.007
1811,2020-10-13,nm,32,89.9576572,1777.0592
1862,2020-10-14,nm,32,90.1849313,1757.1018
1913,2020-10-15,nm,32,89.8561885,1778.9897
1964,2020-10-16,nm,32,90.14271120000001,1760.0177
2015,2020-10-17,nm,32,89.9985986,1764.3396
2066,2020-10-18,nm,32,89.5857575,1732.4799
2117,2020-10-19,nm,32,89.61135920000001,1717.5020000000002
2168,2020-10-20,nm,32,90.1077022,1682.4198
2219,2020-10-21,nm,32,90.41814740000001,1674.6529999999998
2270,2020-10-22,nm,32,90.4561563,1660.6848
2321,2020-10-23,nm,32,90.8725688,1615.6531
2372,2020-10-24,nm,32,91.10913659999999,1569.0005
2423,2020-10-25,nm,32,91.3313933,1586.1847
2474,2020-10-26,nm,32,91.9795572,1564.835
2525,2020-10-27,nm,32,92.18255490000001,1503.1615
2576,2020-10-28,nm,32,92.6839646,1455.4924
2627,2020-10-29,nm,32,92.99515670000001,1348.4606
2678,2020-10-30,nm,32,92.9964614,1291.598
2729,2020-10-31,nm,32,92.787886,1323.5728
2780,2020-11-01,nm,32,93.2078338,1287.6846
2831,2020-11-02,nm,32,92.8970078,1301.6848
2882,2020-11-03,nm,32,92.82450959999998,1330.3306
2933,2020-11-04,nm,32,92.35533249999999,1248.6227
2984,2020-11-05,nm,32,92.5054438,1233.6228
3035,2020-11-06,nm,32,92.4313696,1287.6017
3086,2020-11-07,nm,32,92.4867287,1163.6019
3137,2020-11-08,nm,32,92.83825759999999,1081.1361
3188,2020-11-09,nm,32,93.3247473,1055.1338
3239,2020-11-10,nm,32,93.4824436,1142.0603
3290,2020-11-11,nm,32,93.6226547,1308.3144
3341,2020-11-12,nm,32,93.72290129999999,1440.7409
3392,2020-11-13,nm,32,94.3336953,1507.9111
3443,2020-11-14,nm,32,94.279531,1720.8763
3494,2020-11-15,nm,32,94.4288567,1874.7263
3545,2020-11-16,nm,32,94.18568590000001,1917.185
3596,2020-11-17,nm,32,94.3484,1901.6382
3647,2020-11-18,nm,32,94.4587255,1903.4265
3698,2020-11-19,nm,32,94.4974345,1934.9933
3749,2020-11-20,nm,32,94.3908268,1951.6443
3800,2020-11-21,nm,32,94.6307932,1945.7885
3851,2020-11-22,nm,32,94.41279990000001,1995.0803
3902,2020-11-23,nm,32,94.9302503,2040.3848
3953,2020-11-24,nm,32,95.1982204,2050.1791
4004,2020-11-25,nm,32,95.1501889,2050.4861
4055,2020-11-26,nm,32,94.9702324,2036.7363
4106,2020-11-27,nm,32,95.1052814,2154.2904
4157,2020-11-28,nm,32,95.33818409999999,2326.3227
4208,2020-11-29,nm,32,95.3494738,2482.534
4259,2020-11-30,nm,32,95.1367498,2702.9427
4310,2020-12-01,nm,32,94.9195454,2941.6402
4361,2020-12-02,nm,32,95.18975390000001,3002.9939
4412,2020-12-03,nm,32,95.1793012,3017.2201
4463,2020-12-04,nm,32,95.11707750000001,2896.8424
4514,2020-12-05,nm,32,94.7879605,2694.6722
4565,2020-12-06,nm,32,94.7153696,2487.3424
4616,2020-12-07,nm,32,94.5189056,2252.196
33,2020-09-08,oh,33,84.6194462,945.0004
78,2020-09-09,nv,33,87.56526109999999,573.9787
129,2020-09-10,nv,33,87.57046190000001,879.9193
180,2020-09-11,nv,33,87.3237345,1138.857
231,2020-09-12,nv,33,87.1709338,1405.8483
282,2020-09-13,nv,33,88.1545819,1733.7256
333,2020-09-14,nv,33,88.2670188,2065.6998
384,2020-09-15,nv,33,87.79570140000001,2149.3235
435,2020-09-16,nv,33,87.7401673,2074.3293
486,2020-09-17,nv,33,87.77759859999999,2064.266
537,2020-09-18,nv,33,87.761088,2061.2928
588,2020-09-19,nv,33,88.1887928,2068.2889
639,2020-09-20,nv,33,87.7647649,1988.4019
690,2020-09-21,nv,33,87.49408570000001,1945.3431
741,2020-09-22,nv,33,87.49797240000001,1866.3899
792,2020-09-23,nv,33,88.2798747,1837.3899
843,2020-09-24,nv,33,87.67964040000001,1780.3709
894,2020-09-25,nv,33,87.5855147,1775.1276
945,2020-09-26,nv,33,87.33604190000001,1740.116
996,2020-09-27,nv,33,87.39648690000001,1780.1034
1047,2020-09-28,nv,33,87.5879985,1751.1879999999999
1098,2020-09-29,nv,33,87.9585455,1788.4981
1149,2020-09-30,nv,33,87.7333222,1804.4758
1200,2020-10-01,nv,33,88.582726,1833.6078
1251,2020-10-02,nv,33,89.20174870000001,1836.8837
1302,2020-10-03,nv,33,89.2040082,1855.8206
1353,2020-10-04,nv,33,89.2881503,1795.84
1404,2020-10-05,nv,33,89.4347363,1801.84
1455,2020-10-06,nv,33,89.35543440000001,1844.8029
1506,2020-10-07,nv,33,89.103509,1884.8126
1557,2020-10-08,nv,33,89.0447812,1883.9199
1608,2020-10-09,nv,33,88.7544723,1888.6401
1659,2020-10-10,nv,33,88.6568625,1907.6429999999998
1710,2020-10-11,nv,33,88.0807525,1949.6265
1761,2020-10-12,nv,33,88.0125767,1988.5852
1812,2020-10-13,nv,33,87.84619980000001,1936.6417
1863,2020-10-14,nv,33,87.97977850000001,1889.3487
1914,2020-10-15,nv,33,87.78564870000001,1908.2156
1965,2020-10-16,nv,33,88.3346959,1869.4896
2016,2020-10-17,nv,33,88.435452,1816.6093
2067,2020-10-18,nv,33,88.8630111,1787.619
2118,2020-10-19,nv,33,88.4655047,1743.3182
2169,2020-10-20,nv,33,88.6795587,1723.325
2220,2020-10-21,nv,33,88.9536587,1705.2138
2271,2020-10-22,nv,33,89.1877497,1612.9101
2322,2020-10-23,nv,33,88.4074488,1581.9129999999998
2373,2020-10-24,nv,33,88.90620799999999,1526.8554
2424,2020-10-25,nv,33,88.7210879,1492.8267
2475,2020-10-26,nv,33,88.4771623,1435.1688
2526,2020-10-27,nv,33,88.50246640000002,1360.0519
2577,2020-10-28,nv,33,88.5934167,1274.4687
2628,2020-10-29,nv,33,88.35435509999999,1222.5252
2679,2020-10-30,nv,33,88.8424839,1177.4648
2730,2020-10-31,nv,33,88.1177177,1223.4306
2781,2020-11-01,nv,33,88.0883231,1262.4661
2832,2020-11-02,nv,33,88.4441483,1275.4096
2883,2020-11-03,nv,33,87.5240068,1317.5323
2934,2020-11-04,nv,33,87.335554,1250.5352
2985,2020-11-05,nv,33,87.6307851,1223.815
3036,2020-11-06,nv,33,87.7922628,1231.8247
3087,2020-11-07,nv,33,87.7714066,1098.8812
3138,2020-11-08,nv,33,87.6143676,963.8276
3189,2020-11-09,nv,33,88.46083399999999,956.6082
3240,2020-11-10,nv,33,89.66569709999999,971.4894
3291,2020-11-11,nv,33,90.21628309999998,1159.0908
3342,2020-11-12,nv,33,90.60854379999999,1282.0811
3393,2020-11-13,nv,33,91.35559920000001,1335.125
3444,2020-11-14,nv,33,91.61055019999999,1506.8462
3495,2020-11-15,nv,33,92.1289178,1656.894
3546,2020-11-16,nv,33,92.1186637,1680.1134
3597,2020-11-17,nv,33,92.52450490000001,1717.1163
3648,2020-11-18,nv,33,92.7268632,1696.1728
3699,2020-11-19,nv,33,93.0389435,1729.1641
3750,2020-11-20,nv,33,92.66740909999999,1805.1515
3801,2020-11-21,nv,33,92.9165892,1798.1008
3852,2020-11-22,nv,33,93.04139359999999,1816.0808
3903,2020-11-23,nv,33,93.7466929,1829.1276
3954,2020-11-24,nv,33,94.3396822,1845.1861
4005,2020-11-25,nv,33,94.3560321,1868.2523
4056,2020-11-26,nv,33,94.0720129,1846.1211
4107,2020-11-27,nv,33,94.2844768,1809.8071
4158,2020-11-28,nv,33,94.3137729,1819.1366
4209,2020-11-29,nv,33,94.41415740000001,1798.1395
4260,2020-11-30,nv,33,94.17831240000001,1811.1395
4311,2020-12-01,nv,33,93.70581059999999,1849.8674
4362,2020-12-02,nv,33,93.49379470000001,1897.1433
4413,2020-12-03,nv,33,93.38266159999999,1986.2038
4464,2020-12-04,nv,33,93.4601251,1994.451
4515,2020-12-05,nv,33,93.560353,1994.451
4566,2020-12-06,nv,33,93.1607967,2009.4681
4617,2020-12-07,nv,33,92.6541495,2034.1231
34,2020-09-08,ok,34,76.5147555,363.0571
79,2020-09-09,ny,34,91.788987,3268.9997
130,2020-09-10,ny,34,91.4197856,5365.9999
181,2020-09-11,ny,34,91.6244307,7299.9998
232,2020-09-12,ny,34,91.7319796,9184.9994
283,2020-09-13,ny,34,91.6911144,11245.9992
334,2020-09-14,ny,34,91.6266454,13117.999
385,2020-09-15,ny,34,91.742558,13943.999
436,2020-09-16,ny,34,91.77855840000001,13627.9991
487,2020-09-17,ny,34,92.04519549999999,13317.9986
538,2020-09-18,ny,34,92.04781159999999,13007.9989
589,2020-09-19,ny,34,91.9805719,12662.0002
640,2020-09-20,ny,34,92.2853385,12216.0001
691,2020-09-21,ny,34,92.4868288,11958.0007
742,2020-09-22,ny,34,92.25688029999999,11732.0008
793,2020-09-23,ny,34,92.3312078,11611.0007
844,2020-09-24,ny,34,92.357887,11416.0008
895,2020-09-25,ny,34,92.3114241,11334.0003
946,2020-09-26,ny,34,92.48051109999999,11415.9994
997,2020-09-27,ny,34,92.384191,11613.0005
1048,2020-09-28,ny,34,92.3289175,11777.0001
1099,2020-09-29,ny,34,92.4652301,11791.0004
1150,2020-09-30,ny,34,92.43310670000001,11621.9999
1201,2020-10-01,ny,34,92.4047929,11684.0006
1252,2020-10-02,ny,34,92.6262366,11723.0011
1303,2020-10-03,ny,34,92.7486125,11714.0007
1354,2020-10-04,ny,34,92.9000421,11654.0001
1405,2020-10-05,ny,34,93.2642702,11631.0002
1456,2020-10-06,ny,34,93.3218007,11851.0002
1507,2020-10-07,ny,34,93.5407652,12067.0007
1558,2020-10-08,ny,34,93.5623186,11921.0003
1609,2020-10-09,ny,34,93.6879725,11889.0005
1660,2020-10-10,ny,34,93.5509974,11745.0008
1711,2020-10-11,ny,34,93.37592190000001,11661.0017
1762,2020-10-12,ny,34,93.25055859999999,11637.0016
1813,2020-10-13,ny,34,93.4243084,11321.0014
1864,2020-10-14,ny,34,93.4279317,11099.0018
1915,2020-10-15,ny,34,93.3879516,11168.0017
1966,2020-10-16,ny,34,93.05606440000001,10951.001
2017,2020-10-17,ny,34,93.3538773,10870.0015
2068,2020-10-18,ny,34,93.581813,10664.0008
2119,2020-10-19,ny,34,93.66492480000001,10504.0008
2170,2020-10-20,ny,34,93.6238742,10405.0008
2221,2020-10-21,ny,34,93.39942099999999,10339.0004
2272,2020-10-22,ny,34,93.4162675,10168.0007
2323,2020-10-23,ny,34,93.66127409999999,10072.0007
2374,2020-10-24,ny,34,93.52253470000001,9918.0003
2425,2020-10-25,ny,34,93.29068559999999,9768.9998
2476,2020-10-26,ny,34,93.0970748,9465.9996
2527,2020-10-27,ny,34,93.2076952,9045.9998
2578,2020-10-28,ny,34,93.4646977,8651.9999
2629,2020-10-29,ny,34,93.7362525,8180.9997
2680,2020-10-30,ny,34,93.73793420000001,7768.0001
2731,2020-10-31,ny,34,93.7174441,7870.0004
2782,2020-11-01,ny,34,93.8414422,7996.0005
2833,2020-11-02,ny,34,94.0228058,8155.0007
2884,2020-11-03,ny,34,93.99316999999999,8198.0002
2935,2020-11-04,ny,34,94.0189513,7598.0001
2986,2020-11-05,ny,34,94.0848394,7259.9998
3037,2020-11-06,ny,34,94.26502459999999,7522.9992
3088,2020-11-07,ny,34,94.2293437,6713.9988
3139,2020-11-08,ny,34,94.2810795,5847.999
3190,2020-11-09,ny,34,94.1557339,5636.9996
3241,2020-11-10,ny,34,94.2214732,6203.0
3292,2020-11-11,ny,34,94.21985579999999,7221.9997
3343,2020-11-12,ny,34,94.2929432,8103.0003
3394,2020-11-13,ny,34,94.0414185,8449.0011
3445,2020-11-14,ny,34,94.4661707,9459.0009
3496,2020-11-15,ny,34,94.730611,10560.0006
3547,2020-11-16,ny,34,94.9894157,10866.0001
3598,2020-11-17,ny,34,95.3443741,10685.0003
3649,2020-11-18,ny,34,95.6193045,10648.0008
3700,2020-11-19,ny,34,95.7065243,10678.0008
3751,2020-11-20,ny,34,96.153487,10749.0013
3802,2020-11-21,ny,34,96.18655770000001,10816.0012
3853,2020-11-22,ny,34,96.1849973,10864.0016
3904,2020-11-23,ny,34,96.1948055,10892.0017
3955,2020-11-24,ny,34,96.1228624,10922.0015
4006,2020-11-25,ny,34,96.03001590000001,10994.0013
4057,2020-11-26,ny,34,96.09410909999998,10944.0011
4108,2020-11-27,ny,34,95.8119765,10923.0003
4159,2020-11-28,ny,34,95.7106422,10968.001
4210,2020-11-29,ny,34,95.86901379999999,10977.0009
4261,2020-11-30,ny,34,95.8840265,11260.0006
4312,2020-12-01,ny,34,95.9884285,11578.0008
4363,2020-12-02,ny,34,95.99482320000001,11971.0007
4414,2020-12-03,ny,34,96.02157700000001,12328.0007
4465,2020-12-04,ny,34,96.2637984,12592.0008
4516,2020-12-05,ny,34,96.33907690000001,12769.0005
4567,2020-12-06,ny,34,96.3398445,12799.0
4618,2020-12-07,ny,34,96.473936,12832.0002
35,2020-09-08,or,35,90.67801120000001,412.00199999999995
80,2020-09-09,oh,35,84.1660212,2660.998
131,2020-09-10,oh,35,84.57173879999999,4318.9988
182,2020-09-11,oh,35,84.7948593,5848.9998
233,2020-09-12,oh,35,85.26224040000001,7567.9985
284,2020-09-13,oh,35,85.34546590000001,9275.9998
335,2020-09-14,oh,35,85.21694129999999,10900.0005
386,2020-09-15,oh,35,85.0746848,11446.0011
437,2020-09-16,oh,35,85.087324,11221.002
488,2020-09-17,oh,35,85.18806409999999,10926.0011
539,2020-09-18,oh,35,85.04388900000001,10707.0009
590,2020-09-19,oh,35,84.9143779,10277.0024
641,2020-09-20,oh,35,84.6732656,9900.0028
692,2020-09-21,oh,35,84.7574232,9666.0026
743,2020-09-22,oh,35,85.0966561,9517.0022
794,2020-09-23,oh,35,85.3007264,9343.0046
845,2020-09-24,oh,35,85.2445759,9260.0059
896,2020-09-25,oh,35,85.56222640000001,9159.0058
947,2020-09-26,oh,35,85.1647155,9136.0071
998,2020-09-27,oh,35,85.03197850000001,9222.0045
1049,2020-09-28,oh,35,84.75917779999999,9280.0052
1100,2020-09-29,oh,35,84.5007431,9293.0062
1151,2020-09-30,oh,35,84.44768140000001,9242.0064
1202,2020-10-01,oh,35,84.3655661,9283.0074
1253,2020-10-02,oh,35,84.6896266,9375.0071
1304,2020-10-03,oh,35,85.16442059999999,9365.0063
1355,2020-10-04,oh,35,85.380337,9346.0082
1406,2020-10-05,oh,35,85.8012671,9278.0083
1457,2020-10-06,oh,35,86.0898325,9528.0089
1508,2020-10-07,oh,35,86.1518755,9744.0084
1559,2020-10-08,oh,35,85.8330783,9800.0071
1610,2020-10-09,oh,35,85.58470729999999,9756.0076
1661,2020-10-10,oh,35,85.3390397,9688.0079
1712,2020-10-11,oh,35,85.7016064,9584.0054
1763,2020-10-12,oh,35,85.5560219,9522.0046
1814,2020-10-13,oh,35,85.6932684,9180.0005
1865,2020-10-14,oh,35,85.62332640000001,9030.9996
1916,2020-10-15,oh,35,86.1812587,8946.9995
1967,2020-10-16,oh,35,86.1373233,8896.9995
2018,2020-10-17,oh,35,86.4484295,8842.9993
2069,2020-10-18,oh,35,86.137775,8854.0013
2120,2020-10-19,oh,35,86.41926550000001,8905.0021
2171,2020-10-20,oh,35,86.1529069,8907.0054
2222,2020-10-21,oh,35,86.3477626,8873.0033
2273,2020-10-22,oh,35,86.1541173,8655.0021
2324,2020-10-23,oh,35,86.1575384,8556.0019
2375,2020-10-24,oh,35,86.3397938,8575.0016
2426,2020-10-25,oh,35,86.74735550000001,8469.0016
2477,2020-10-26,oh,35,86.78210490000001,8287.0019
2528,2020-10-27,oh,35,87.1134672,8018.9982
2579,2020-10-28,oh,35,87.480262,7599.0009
2630,2020-10-29,oh,35,88.20509190000001,7303.0018
2681,2020-10-30,oh,35,88.4937185,6930.0019999999995
2732,2020-10-31,oh,35,88.467073,6939.9986
2783,2020-11-01,oh,35,88.722498,6910.9988
2834,2020-11-02,oh,35,88.8009527,7012.9975
2885,2020-11-03,oh,35,88.8722689,7022.0004
2936,2020-11-04,oh,35,88.8227332,6633.0002
2987,2020-11-05,oh,35,88.2884996,6466.9996
3038,2020-11-06,oh,35,88.08781009999998,6718.9995
3089,2020-11-07,oh,35,87.96297790000001,6101.0026
3140,2020-11-08,oh,35,87.4412426,5529.0025
3191,2020-11-09,oh,35,87.7319682,5333.9992
3242,2020-11-10,oh,35,87.8811292,5803.9963
3293,2020-11-11,oh,35,88.3248973,6726.9965
3344,2020-11-12,oh,35,88.9909946,7560.9974
3395,2020-11-13,oh,35,89.40416809999999,7987.9971
3446,2020-11-14,oh,35,89.7050504,8949.9977
3497,2020-11-15,oh,35,90.1549382,9937.998
3548,2020-11-16,oh,35,90.38517,10332.0022
3599,2020-11-17,oh,35,90.4372647,10336.0047
3650,2020-11-18,oh,35,90.7833897,10377.0063
3701,2020-11-19,oh,35,91.19228670000001,10416.0069
3752,2020-11-20,oh,35,91.53260340000001,10504.0069
3803,2020-11-21,oh,35,91.7352615,10568.0071
3854,2020-11-22,oh,35,92.0013112,10657.0081
3905,2020-11-23,oh,35,92.3615603,10780.0081
3956,2020-11-24,oh,35,92.9392809,10869.008999999998
4007,2020-11-25,oh,35,93.1201573,10835.0079
4058,2020-11-26,oh,35,92.932978,10831.0081
4109,2020-11-27,oh,35,92.96044309999999,10717.0084
4160,2020-11-28,oh,35,93.18930870000001,10622.0068
4211,2020-11-29,oh,35,93.35013029999999,10518.0061
4262,2020-11-30,oh,35,93.315836,10479.0002
4313,2020-12-01,oh,35,93.366771,10664.9999
4364,2020-12-02,oh,35,93.253019,10914.9979
4415,2020-12-03,oh,35,93.4548556,11052.996000000001
4466,2020-12-04,oh,35,93.603186,11152.9932
4517,2020-12-05,oh,35,93.577855,11217.9946
4568,2020-12-06,oh,35,93.3531365,11274.9936
4619,2020-12-07,oh,35,93.5613413,11328.9964
36,2020-09-08,pa,36,86.4156335,1048.0007
81,2020-09-09,ok,36,79.1679282,971.0555
132,2020-09-10,ok,36,77.64972990000001,1594.055
183,2020-09-11,ok,36,76.9633906,2170.5687
234,2020-09-12,ok,36,76.84525959999999,2729.567
285,2020-09-13,ok,36,76.8351817,3341.6241
336,2020-09-14,ok,36,77.14435999999999,3885.6236
387,2020-09-15,ok,36,77.25470959999998,4049.566
438,2020-09-16,ok,36,76.89536329999999,3986.5667
489,2020-09-17,ok,36,77.55678940000001,3854.5669
540,2020-09-18,ok,36,78.17214200000001,3749.0528
591,2020-09-19,ok,36,78.12464720000001,3654.0542
642,2020-09-20,ok,36,77.5592919,3583.9965
693,2020-09-21,ok,36,77.2909204,3501.9971
744,2020-09-22,ok,36,77.08810240000001,3518.9974
795,2020-09-23,ok,36,77.06173259999998,3466.9982
846,2020-09-24,ok,36,76.8952782,3454.9979
897,2020-09-25,ok,36,76.9710411,3448.9979
948,2020-09-26,ok,36,77.4560941,3469.9979
999,2020-09-27,ok,36,77.9402931,3460.0555
1050,2020-09-28,ok,36,78.34820529999999,3521.1690000000003
1101,2020-09-29,ok,36,78.5778268,3456.2258
1152,2020-09-30,ok,36,78.5695564,3450.2258
1203,2020-10-01,ok,36,77.8418929,3454.2261
1254,2020-10-02,ok,36,77.77830420000001,3435.3408
1305,2020-10-03,ok,36,78.0663063,3398.3978
1356,2020-10-04,ok,36,78.4016232,3414.3974
1407,2020-10-05,ok,36,77.79924790000001,3393.2841
1458,2020-10-06,ok,36,78.010561,3462.2839
1509,2020-10-07,ok,36,78.01263780000001,3526.2835
1560,2020-10-08,ok,36,78.8495125,3519.2834
1611,2020-10-09,ok,36,78.6983928,3527.1690000000003
1662,2020-10-10,ok,36,78.483488,3529.1126
1713,2020-10-11,ok,36,78.3705696,3478.0551
1764,2020-10-12,ok,36,78.9230752,3488.8687
1815,2020-10-13,ok,36,78.4345083,3460.8121
1866,2020-10-14,ok,36,78.4852085,3394.8693
1917,2020-10-15,ok,36,78.3032488,3407.8698
1968,2020-10-16,ok,36,78.4511783,3361.9268
2019,2020-10-17,ok,36,78.3715834,3344.9264
2070,2020-10-18,ok,36,78.4793774,3305.9271
2121,2020-10-19,ok,36,78.1251377,3252.1135
2172,2020-10-20,ok,36,78.4477423,3180.1702
2223,2020-10-21,ok,36,78.74976219999999,3145.1135
2274,2020-10-22,ok,36,78.4492017,3064.1129
2325,2020-10-23,ok,36,78.3983243,3038.1133
2376,2020-10-24,ok,36,78.4493928,3022.1125
2427,2020-10-25,ok,36,78.87334770000001,2988.112
2478,2020-10-26,ok,36,79.0892446,2928.1113
2529,2020-10-27,ok,36,79.35170759999998,2820.0541
2580,2020-10-28,ok,36,79.215611,2662.0535
2631,2020-10-29,ok,36,79.7773306,2464.0539
2682,2020-10-30,ok,36,79.5512609,2338.9966
2733,2020-10-31,ok,36,79.951566,2270.9974
2784,2020-11-01,ok,36,79.2164719,2257.9976
2835,2020-11-02,ok,36,78.50569890000001,2280.9979
2886,2020-11-03,ok,36,77.9229541,2256.9982
2937,2020-11-04,ok,36,77.5742252,2154.9982
2988,2020-11-05,ok,36,77.5345804,2168.9982
3039,2020-11-06,ok,36,77.71166459999999,2266.998
3090,2020-11-07,ok,36,77.02565440000001,2093.7552
3141,2020-11-08,ok,36,77.29200440000001,1915.7557
3192,2020-11-09,ok,36,78.4647011,1894.7559
3243,2020-11-10,ok,36,79.8045751,2099.7555
3294,2020-11-11,ok,36,80.0881378,2375.7556
3345,2020-11-12,ok,36,80.1788609,2623.7548
3396,2020-11-13,ok,36,81.1809559,2699.7546
3447,2020-11-14,ok,36,82.2006087,3029.9969
3498,2020-11-15,ok,36,82.69231979999999,3404.9966
3549,2020-11-16,ok,36,82.9129355,3525.0533
3600,2020-11-17,ok,36,83.28070190000001,3555.1104
3651,2020-11-18,ok,36,83.8122632,3610.1101
3702,2020-11-19,ok,36,84.55873709999999,3668.1105
3753,2020-11-20,ok,36,84.8692672,3816.1099
3804,2020-11-21,ok,36,85.0131298,3893.1673
3855,2020-11-22,ok,36,85.4052622,3888.1675
3906,2020-11-23,ok,36,85.81934140000001,3917.1107
3957,2020-11-24,ok,36,85.77703699999999,3905.0539
4008,2020-11-25,ok,36,86.0236739,3931.0548
4059,2020-11-26,ok,36,86.0336136,3898.0551
4110,2020-11-27,ok,36,86.05764980000001,3833.0559
4161,2020-11-28,ok,36,85.591185,3770.9986
4212,2020-11-29,ok,36,85.65901020000001,3809.7551
4263,2020-11-30,ok,36,85.8183262,3845.5114
4314,2020-12-01,ok,36,86.20120109999999,3901.5114
4365,2020-12-02,ok,36,86.429857,3967.2677
4416,2020-12-03,ok,36,86.45846390000001,4064.2670000000003
4467,2020-12-04,ok,36,86.7562402,4095.2673
4518,2020-12-05,ok,36,87.2512004,4105.2674
4569,2020-12-06,ok,36,87.33976009999999,4015.51
4620,2020-12-07,ok,36,87.26300140000001,3967.7529
37,2020-09-08,sc,37,83.2008218,502.0002
82,2020-09-09,or,37,88.8949945,922.0072
133,2020-09-10,or,37,88.6213835,1515.0112
184,2020-09-11,or,37,88.53352629999999,2096.4478
235,2020-09-12,or,37,88.8927194,2695.4584
286,2020-09-13,or,37,88.800614,3280.4683
337,2020-09-14,or,37,88.8196203,3858.4718
388,2020-09-15,or,37,88.8027307,4004.473
439,2020-09-16,or,37,89.4949688,4049.4744
490,2020-09-17,or,37,89.708504,3997.4702
541,2020-09-18,or,37,89.6803795,3909.0401
592,2020-09-19,or,37,89.1360812,3888.0368
643,2020-09-20,or,37,89.1678043,3844.0293
694,2020-09-21,or,37,89.31667390000001,3804.0322
745,2020-09-22,or,37,89.1097902,3796.0343
796,2020-09-23,or,37,88.32358070000001,3763.0392
847,2020-09-24,or,37,88.3431185,3735.0438
898,2020-09-25,or,37,88.7423318,3752.0463
949,2020-09-26,or,37,89.1779986,3746.0435
1000,2020-09-27,or,37,89.4535953,3806.05
1051,2020-09-28,or,37,88.99715520000001,3848.0473
1102,2020-09-29,or,37,89.22027740000001,3872.0468
1153,2020-09-30,or,37,89.0162444,3882.0407
1204,2020-10-01,or,37,89.0030906,3941.0394
1255,2020-10-02,or,37,88.9175968,4008.9245
1306,2020-10-03,or,37,88.99008909999999,3989.9233
1357,2020-10-04,or,37,88.8334214,3933.9197
1408,2020-10-05,or,37,88.9383135,3898.9207
1459,2020-10-06,or,37,89.18714059999999,3960.9215
1510,2020-10-07,or,37,89.73037409999999,4043.9195
1561,2020-10-08,or,37,89.7135475,4085.9221
1612,2020-10-09,or,37,89.6395954,4106.0346
1663,2020-10-10,or,37,89.7734694,4130.4637
1714,2020-10-11,or,37,90.0869425,4119.8941
1765,2020-10-12,or,37,90.1753024,4095.8966
1816,2020-10-13,or,37,89.8958144,3952.8951
1867,2020-10-14,or,37,90.04094909999999,3859.8920000000003
1918,2020-10-15,or,37,90.25976259999999,3802.8929
1969,2020-10-16,or,37,90.16142109999998,3703.8867
2020,2020-10-17,or,37,90.1189114,3647.4553
